gvkey,tic,conm,fyear,sale,cogs,xsga,oiadp,ni,at
009899,T,AT&T INC,2024,122336.0,49221.0,28288.0,24247.0,10948.0,394795.0
006742,LNC,LINCOLN NATIONAL CORP,2024,17541.0,13743.0,,3798.0,3275.0,390831.0
041084,CRBG,COREBRIDGE FINANCIAL INC,2024,18781.0,15476.0,,3112.0,2230.0,389397.0
002136,VZ,VERIZON COMMUNICATIONS INC,2024,134788.0,53908.0,33822.0,29166.0,17506.0,384711.0
184254,APO,APOLLO GLOBAL MGMT INC,2024,26114.0,17964.0,,7645.0,4577.0,377895.0
001690,AAPL,APPLE INC,2024,391035.0,202152.0,57467.0,123216.0,93736.0,364980.0
179741,KKR,KKR & CO INC,2024,29880.438,20535.6,,9166.347,3076.245,360099.411
010035,STT,STATE STREET CORP,2024,21973.0,9129.0,5134.0,6656.0,2687.0,353240.0
039561,JXN,JACKSON FINANCIAL INC,2024,3419.0,1028.0,1120.0,1271.0,946.0,338450.0
145701,PFG,PRINCIPAL FINANCIAL GRP INC,2024,15822.6,13710.8,,1925.1,1571.0,313663.6
010903,UNH,UNITEDHEALTH GROUP INC,2024,400278.0,310879.0,53013.0,32287.0,14405.0,298278.0
032767,EQH,EQUITABLE HOLDINGS INC,2024,12355.0,10086.0,,2170.0,1307.0,295866.0
004839,F,FORD MOTOR CO,2024,184992.0,152196.0,11227.0,14002.0,5879.0,285196.0
005073,GM,GENERAL MOTORS CO,2024,187442.0,145495.0,9421.0,21114.0,6008.0,279761.0
170617,META,META PLATFORMS INC,2024,164501.0,14632.0,64752.0,69619.0,62360.0,276054.0
001447,AXP,AMERICAN EXPRESS CO,2024,74201.0,55463.0,,17062.0,10129.0,271461.0
003226,CMCSA,COMCAST CORP,2024,123731.0,85625.0,,23305.0,16192.0,266211.0
011259,WMT,WALMART INC,2024,678338.0,498780.0,139728.0,26857.0,19436.0,260823.0
002991,CVX,CHEVRON CORP,2024,193414.0,150680.0,5555.0,19897.0,17661.0,256938.0
007241,CVS,CVS HEALTH CORP,2024,372809.0,318836.0,39308.0,10068.0,4614.0,253215.0
028034,CB,CHUBB LTD,2024,56513.0,44562.0,,11951.0,9272.0,246548.0
031774,BHF,BRIGHTHOUSE FINANL INC,2024,4256.0,4109.0,,106.0,388.0,238537.0
004690,FCNCA,FIRST CITIZENS BANCSH  -CL A,2024,14970.0,5641.0,3824.0,5505.0,2777.0,223720.0
021825,CFG,CITIZENS FINANCIAL GROUP INC,2024,12347.0,5240.0,3039.0,4068.0,1509.0,217521.0
101276,STLA,STELLANTIS NV,2024,162417.77,133694.059,15615.62,5626.922,5666.266,214938.143
008530,PFE,PFIZER INC,2024,62856.0,15990.0,25373.0,14480.0,8031.0,213396.0
004640,FITB,FIFTH THIRD BANCORP,2024,13270.0,5326.0,3255.0,4348.0,2314.0,212927.0
004699,MTB,M&T BANK CORP,2024,13453.0,4784.0,3674.0,4487.0,2588.0,208105.0
017874,TMUS,T-MOBILE US INC,2024,81400.0,29330.0,20792.0,18359.0,11339.0,208035.0
005786,HBAN,HUNTINGTON BANCSHARES,2024,11961.0,4996.0,3187.0,3156.0,1940.0,204230.0
006008,INTC,INTEL CORP,2024,53101.0,24566.0,21864.0,-4708.0,-18756.0,196485.0
003980,DIS,DISNEY (WALT) CO,2024,91361.0,58698.0,15759.0,11914.0,4972.0,196219.0
005072,ALLY,ALLY FINANCIAL INC,2024,16369.0,13208.0,,2050.0,668.0,191836.0
004517,NEE,NEXTERA ENERGY INC,2024,24753.0,11812.0,,7479.0,6946.0,190144.0
009783,KEY,KEYCORP,2024,9236.0,4997.0,3123.0,1116.0,-161.0,187168.0
004093,DUK,DUKE ENERGY CORP,2024,30403.0,16610.0,,8000.0,4524.0,186343.0
164708,AMP,AMERIPRISE FINANCIAL INC,2024,17926.0,9229.0,3903.0,4596.0,3401.0,181403.0
006266,JNJ,JOHNSON & JOHNSON,2024,88821.0,19646.0,39887.0,21949.0,14066.0,180104.0
012142,ORCL,ORACLE CORP,2024,57399.0,13060.0,20214.0,17951.0,12443.0,168361.0
180711,AVGO,BROADCOM INC,2024,51574.0,12186.0,13729.0,15799.0,5895.0,165645.0
016384,VOYA,VOYA FINANCIAL INC,2024,8050.0,6839.0,,1115.0,667.0,163889.0
010983,RTX,RTX CORP,2024,80808.0,60648.0,8583.0,7577.0,4774.0,162861.0
001487,AIG,AMERICAN INTERNATIONAL GROUP,2024,27004.0,19122.0,,4285.0,-1404.0,161322.0
004674,RF,REGIONS FINANCIAL CORP,2024,9373.0,2777.0,3213.0,3383.0,1893.0,157302.0
002285,BA,BOEING CO,2024,66960.0,66727.0,8833.0,-10172.0,-11817.0,156363.0
002547,CI,CIGNA GROUP (THE),2024,244362.0,220085.0,14569.0,6933.0,3434.0,155881.0
007982,NTRS,NORTHERN TRUST CORP,2024,15807.5,7582.2,3105.7,4402.8,2031.1,155508.4
176701,IBKR,INTERACTIVE BROKERS GROUP,2024,9390.0,1055.0,274.0,7994.0,755.0,150142.0
126136,CHTR,CHARTER COMMUNICATIONS INC,2024,55085.0,33167.0,,13245.0,5083.0,150020.0
009850,SO,SOUTHERN CO,2024,26724.0,14922.0,,7047.0,4401.0,145180.0
039128,BNT,BROOKFIELD WEALTH SOLUTIONS,2024,14103.0,10383.0,937.0,1895.0,1214.0,139953.0
163610,ICE,INTERCONTINENTAL EXCHANGE,2024,11761.0,4502.0,1299.0,4426.0,2754.0,139428.0
124434,BLK,BLACKROCK INC,2024,20407.0,12218.0,,7678.0,6369.0,138615.0
149070,CME,CME GROUP INC,2024,6130.1,1848.5,,3944.8,3525.8,137447.0
006066,IBM,INTL BUSINESS MACHINES CORP,2024,62753.0,24205.0,26008.0,8773.0,6023.0,137175.0
016101,ABBV,ABBVIE INC,2024,56334.0,8293.0,21345.0,18310.0,4278.0,135161.0
008264,PCG,PG&E CORP,2024,24419.0,15212.0,,5018.0,2512.0,133660.0
062689,TRV,TRAVELERS COS INC,2024,46129.0,34032.0,5104.0,6278.0,4999.0,133189.0
020779,CSCO,CISCO SYSTEMS INC,2024,53803.0,17175.0,21068.0,13207.0,10320.0,124413.0
005047,GE,GE AEROSPACE,2024,38419.0,25525.0,5204.0,6506.0,6556.0,123140.0
008549,COP,CONOCOPHILLIPS,2024,54745.0,30850.0,962.0,12923.0,9245.0,122780.0
